,H_bar,Q_bar,T_bar,P_bar,H_kam,Q_kam,T_kam,Q_bar_Orig,H_bar_Orig,P_ger_Orig,P_Cigelka,P_Regetovka,day_of_year,hour_of_day
2009-08-27 17:00:00,148.0,1.3337847222222177,17.03246527777776,0.0,95.29166666666667,0.30814062499999934,19.178819444444386,1.3,148.0,0.0,0.0,0.0,239,17
2009-08-27 18:00:00,148.0,1.3381249999999951,17.051041666666652,0.0,95.25,0.307697916666666,19.214583333333273,1.3,148.0,0.0,0.0,0.0,239,18
2009-08-27 19:00:00,148.0,1.3390000000000002,17.069618055555544,0.0,95.20833333333333,0.30725520833333264,19.250347222222164,1.3,148.0,0.0,0.0,0.0,239,19
2009-08-27 20:00:00,148.0,1.3390000000000002,17.088194444444433,0.0,95.16666666666667,0.3068124999999993,19.28611111111105,1.3,148.0,0.0,0.0,0.0,239,20
2009-08-27 21:00:00,148.0,1.3390000000000002,17.106770833333325,0.0,95.125,0.306369791666666,19.321874999999938,1.3,148.0,0.0,0.0,0.0,239,21
2009-08-27 22:00:00,148.0,1.3390000000000002,17.125347222222217,0.0,95.08333333333333,0.30592708333333263,19.357638888888825,1.3,148.0,0.0,0.0,0.0,239,22
2009-08-27 23:00:00,148.0,1.3390000000000002,17.14392361111111,0.0,95.04166666666667,0.3054843749999993,19.393402777777712,1.3,148.0,0.0,0.0,0.0,239,23
2009-08-28 00:00:00,148.0,1.3390000000000002,17.1625,0.0,95.0,0.305041666666666,19.4291666666666,1.3,148.0,0.0,0.0,0.0,240,0
2009-08-28 01:00:00,148.08333333333334,1.3390000000000002,17.13454861111111,0.7208333333333333,95.08333333333333,0.31067361111111047,19.363888888888823,1.3,148.0,0.0,0.0,0.0,240,1
2009-08-28 02:00:00,148.16666666666666,1.3390000000000002,17.106597222222216,1.4416666666666667,95.16666666666667,0.3163055555555549,19.29861111111105,1.3,148.0,0.0,0.0,0.0,240,2
2009-08-28 03:00:00,148.25,1.3390000000000002,17.078645833333326,2.1625,95.25,0.3219374999999994,19.233333333333274,1.3,148.0,0.0,0.0,0.0,240,3
2009-08-28 04:00:00,148.33333333333334,1.3390000000000002,17.050694444444435,2.8833333333333333,95.33333333333333,0.3275694444444438,19.1680555555555,1.3,148.0,0.0,0.0,0.0,240,4
2009-08-28 05:00:00,148.41666666666666,1.3390000000000002,17.022743055555544,3.6041666666666665,95.41666666666667,0.3332013888888883,19.102777777777725,1.3,148.0,0.0,0.0,0.0,240,5
2009-08-28 06:00:00,148.5,1.3390000000000002,16.99479166666665,4.325,95.5,0.33883333333333276,19.03749999999995,1.3,148.0,0.0,0.0,0.0,240,6
2009-08-28 07:00:00,148.58333333333334,1.1742,16.96684027777776,5.045833333333333,95.58333333333333,0.3444652777777772,18.972222222222175,1.14,147.0,0.0,0.0,0.0,240,7
2009-08-28 08:00:00,148.66666666666666,1.4507222222222167,16.93888888888887,5.766666666666667,95.66666666666667,0.35009722222222167,18.9069444444444,1.47,149.0,0.0,0.0,0.0,240,8
2009-08-28 09:00:00,148.75,1.4615416666666612,16.910937499999974,6.4875,95.75,0.3557291666666661,18.841666666666626,1.47,149.0,0.0,0.09,0.0,240,9
2009-08-28 10:00:00,148.83333333333334,1.472361111111106,16.882986111111084,7.208333333333333,95.83333333333333,0.3613611111111106,18.77638888888885,1.47,149.0,0.0,0.212,0.0,240,10
2009-08-28 11:00:00,148.91666666666666,1.4831805555555504,16.855034722222193,7.929166666666666,95.91666666666667,0.366993055555555,18.711111111111077,1.47,149.0,0.0,1.139,0.0,240,11
2009-08-28 12:00:00,149.0,1.4939999999999949,16.8270833333333,8.65,96.0,0.3726249999999995,18.6458333333333,1.47,149.0,0.0,1.601,0.0,240,12
2009-08-28 13:00:00,149.08333333333334,1.5048194444444396,16.799131944444408,9.370833333333334,96.08333333333333,0.3782569444444439,18.580555555555524,1.47,149.0,0.0,0.963,0.0,240,13
2009-08-28 14:00:00,149.16666666666666,1.5141,16.771180555555517,10.091666666666667,96.16666666666667,0.3838888888888884,18.51527777777775,1.47,149.0,0.0,0.505,0.0,240,14
2009-08-28 15:00:00,149.25,1.5141,16.743229166666627,10.8125,96.25,0.38952083333333287,18.449999999999974,1.47,149.0,0.0,0.0,0.0,240,15
2009-08-28 16:00:00,149.33333333333334,1.5141,16.715277777777732,11.533333333333333,96.33333333333333,0.3951527777777773,18.3847222222222,1.47,149.0,0.0,0.036,0.0,240,16
2009-08-28 17:00:00,149.41666666666666,1.5141,16.68732638888884,12.254166666666666,96.41666666666667,0.4007847222222218,18.319444444444425,1.47,149.0,0.0,0.054,0.0,240,17
2009-08-28 18:00:00,149.5,1.3390000000000002,16.65937499999995,12.975,96.5,0.4064166666666662,18.25416666666665,1.3,148.0,0.0,0.0,0.0,240,18
2009-08-28 19:00:00,149.58333333333334,1.3390000000000002,16.631423611111057,13.695833333333333,96.58333333333333,0.4120486111111107,18.188888888888876,1.3,148.0,0.0,0.0,0.0,240,19
2009-08-28 20:00:00,149.66666666666666,1.3390000000000002,16.603472222222166,14.416666666666666,96.66666666666667,0.41768055555555517,18.1236111111111,1.3,148.0,0.0,0.0,0.0,240,20
2009-08-28 21:00:00,149.75,1.3390000000000002,16.575520833333275,15.1375,96.75,0.4233124999999996,18.058333333333326,1.3,148.0,0.0,0.0,0.0,240,21
2009-08-28 22:00:00,149.83333333333334,1.3390000000000002,16.547569444444385,15.858333333333333,96.83333333333333,0.4289444444444441,17.99305555555555,1.3,148.0,0.0,0.0,0.0,240,22
2009-08-28 23:00:00,149.91666666666666,1.3390000000000002,16.51961805555549,16.579166666666666,96.91666666666667,0.4345763888888885,17.927777777777777,1.3,148.0,0.0,0.0,0.0,240,23
2009-08-29 00:00:00,150.0,1.3390000000000002,16.4916666666666,17.3,97.0,0.440208333333333,17.8625,1.3,148.0,0.0,0.0,0.0,241,0
2009-08-29 01:00:00,150.04166666666666,1.3390000000000002,16.443402777777713,16.579166666666666,97.0,0.44150173611111077,17.840798611111108,1.3,148.0,0.0,0.06,0.0,241,1
2009-08-29 02:00:00,150.08333333333334,1.3390000000000002,16.395138888888823,15.858333333333334,97.0,0.44279513888888855,17.81909722222222,1.3,148.0,0.0,0.0,0.0,241,2
2009-08-29 03:00:00,150.125,1.3390000000000002,16.346874999999937,15.137500000000001,97.0,0.44408854166666634,17.797395833333326,1.3,148.0,0.0,0.0,0.0,241,3
2009-08-29 04:00:00,150.16666666666666,1.3390000000000002,16.29861111111105,14.416666666666668,97.0,0.4453819444444441,17.775694444444433,1.3,148.0,0.0,0.0,0.0,241,4
2009-08-29 05:00:00,150.20833333333334,1.3390000000000002,16.250347222222164,13.695833333333335,97.0,0.44667534722222196,17.753993055555544,1.3,148.0,0.0,0.0,0.0,241,5
2009-08-29 06:00:00,150.25,1.3390000000000002,16.202083333333274,12.975000000000001,97.0,0.44796874999999975,17.73229166666665,1.3,148.0,0.0,0.0,0.0,241,6
2009-08-29 07:00:00,150.29166666666666,1.3390000000000002,16.153819444444387,12.254166666666666,97.0,0.44926215277777753,17.710590277777758,1.3,148.0,0.0,0.0,0.0,241,7
2009-08-29 08:00:00,150.33333333333334,1.3390000000000002,16.1055555555555,11.533333333333335,97.0,0.4505555555555553,17.68888888888887,1.3,148.0,0.0,0.06,0.0,241,8
2009-08-29 09:00:00,150.375,1.3390000000000002,16.05729166666661,10.8125,97.0,0.4518489583333331,17.667187499999976,1.3,148.0,0.0,0.208,0.0,241,9
2009-08-29 10:00:00,150.41666666666666,1.3390000000000002,16.009027777777725,10.091666666666669,97.0,0.4531423611111109,17.645486111111083,1.3,148.0,0.0,0.448,0.0,241,10
2009-08-29 11:00:00,150.45833333333334,1.3390000000000002,15.960763888888838,9.370833333333334,97.0,0.4544357638888887,17.623784722222194,1.3,148.0,0.0,0.707,0.0,241,11
2009-08-29 12:00:00,150.5,1.3390000000000002,15.91249999999995,8.65,97.0,0.4557291666666665,17.6020833333333,1.3,148.0,0.543,1.778,3.023,241,12
2009-08-29 13:00:00,150.54166666666666,2.1495200000000003,15.864236111111062,7.929166666666667,97.0,0.4570225694444443,17.580381944444408,2.216,153.0,2.693,2.66,2.939,241,13
2009-08-29 14:00:00,150.58333333333334,1.6892,15.815972222222175,7.208333333333334,97.0,0.4583159722222221,17.55868055555552,1.64,150.0,2.348,3.567,4.304,241,14
2009-08-29 15:00:00,150.625,1.6892,15.767708333333287,6.487500000000001,97.0,0.4596093749999999,17.536979166666626,1.64,150.0,0.52,1.545,1.185,241,15
2009-08-29 16:00:00,150.66666666666666,1.6892,15.7194444444444,5.7666666666666675,97.0,0.46090277777777766,17.515277777777733,1.64,150.0,0.0,0.001,0.003,241,16
2009-08-29 17:00:00,150.70833333333334,1.8219305555555545,15.671180555555512,5.045833333333334,97.0,0.46219618055555545,17.493576388888844,1.832,151.0,0.0,0.0,0.0,241,17
2009-08-29 18:00:00,150.75,1.8335833333333325,15.622916666666626,4.325000000000001,97.0,0.46348958333333323,17.47187499999995,1.832,151.0,0.0,0.0,0.0,241,18
2009-08-29 19:00:00,150.79166666666666,1.96328,15.574652777777738,3.604166666666668,97.0,0.464782986111111,17.450173611111058,2.024,152.0,0.0,0.0,0.0,241,19
2009-08-29 20:00:00,150.83333333333334,1.96328,15.52638888888885,2.8833333333333346,97.0,0.4660763888888888,17.42847222222217,2.024,152.0,0.093,0.022,0.0,241,20
2009-08-29 21:00:00,150.875,2.1495200000000003,15.478124999999963,2.1625000000000014,97.0,0.46736979166666665,17.406770833333276,2.216,153.0,0.19,0.187,0.094,241,21
2009-08-29 22:00:00,150.91666666666666,2.33576,15.429861111111075,1.4416666666666682,97.0,0.46866319444444443,17.385069444444383,2.408,154.0,0.0,0.012,0.176,241,22
2009-08-29 23:00:00,150.95833333333334,2.522,15.381597222222188,0.720833333333335,97.0,0.4699565972222222,17.363368055555494,2.6,155.0,0.088,0.307,0.599,241,23
2009-08-30 00:00:00,151.32,2.7548,15.3333333333333,0.0,97.0,0.47125,17.3416666666666,2.84,156.0,0.192,0.181,0.471,242,0
2009-08-30 01:00:00,150.91666666666666,2.522,15.31493055555552,0.0,96.95833333333333,0.4651440972222222,17.32222222222216,2.6,155.0,0.0,0.0,0.0,242,1
2009-08-30 02:00:00,150.83333333333334,2.522,15.296527777777742,0.0,96.91666666666667,0.45903819444444444,17.302777777777717,2.6,155.0,0.0,0.0,0.0,242,2
2009-08-30 03:00:00,150.75,2.33576,15.278124999999962,0.0,96.875,0.4529322916666666,17.283333333333275,2.408,154.0,0.0,0.0,0.0,242,3
2009-08-30 04:00:00,150.66666666666666,2.1495200000000003,15.259722222222184,0.0,96.83333333333333,0.4468263888888888,17.263888888888836,2.216,153.0,0.0,0.0,0.0,242,4
2009-08-30 05:00:00,150.58333333333334,2.1495200000000003,15.241319444444404,0.0,96.79166666666667,0.44072048611111103,17.244444444444394,2.216,153.0,0.0,0.064,0.0,242,5
2009-08-30 06:00:00,150.5,2.1495200000000003,15.222916666666626,0.0,96.75,0.43461458333333325,17.22499999999995,2.216,153.0,0.0,0.0,0.0,242,6
2009-08-30 07:00:00,150.41666666666666,1.96328,15.204513888888846,0.0,96.70833333333333,0.42850868055555547,17.20555555555551,2.024,152.0,0.0,0.0,0.0,242,7
2009-08-30 08:00:00,150.33333333333334,1.96328,15.186111111111067,0.0,96.66666666666667,0.4224027777777777,17.186111111111067,2.024,152.0,0.0,0.0,0.0,242,8
2009-08-30 09:00:00,150.25,1.96328,15.167708333333287,0.0,96.625,0.4162968749999999,17.166666666666625,2.024,152.0,0.0,0.428,0.0,242,9
2009-08-30 10:00:00,150.16666666666666,1.96328,15.14930555555551,0.0,96.58333333333333,0.41019097222222206,17.147222222222183,2.024,152.0,0.0,0.652,0.0,242,10
2009-08-30 11:00:00,150.08333333333334,1.77704,15.13090277777773,0.0,96.54166666666667,0.4040850694444443,17.12777777777774,1.832,151.0,0.0,0.874,0.0,242,11
2009-08-30 12:00:00,150.0,1.67258333333333,15.112499999999951,0.0,96.5,0.3979791666666665,17.1083333333333,1.64,150.0,0.0,0.828,0.0,242,12
2009-08-30 13:00:00,149.91666666666666,1.6533402777777741,15.094097222222171,0.0,96.45833333333333,0.3918732638888887,17.08888888888886,1.64,150.0,0.0,0.594,0.0,242,13
2009-08-30 14:00:00,149.83333333333334,1.6340972222222183,15.075694444444391,0.0,96.41666666666667,0.3857673611111109,17.069444444444418,1.64,150.0,0.0,0.707,0.0,242,14
2009-08-30 15:00:00,149.75,1.6148541666666625,15.057291666666613,0.0,96.375,0.3796614583333331,17.049999999999976,1.64,150.0,0.0,0.279,0.0,242,15
2009-08-30 16:00:00,149.66666666666666,1.5956111111111067,15.038888888888833,0.0,96.33333333333333,0.3735555555555553,17.030555555555534,1.64,150.0,0.0,0.03,0.0,242,16
2009-08-30 17:00:00,149.58333333333334,1.5907999999999998,15.020486111111055,0.0,96.29166666666667,0.3674496527777775,17.01111111111109,1.64,150.0,0.0,0.074,0.0,242,17
2009-08-30 18:00:00,149.5,1.5141,15.002083333333275,0.0,96.25,0.36134374999999974,16.99166666666665,1.47,149.0,0.0,0.0,0.0,242,18
2009-08-30 19:00:00,149.41666666666666,1.5141,14.983680555555496,0.0,96.20833333333333,0.35523784722222196,16.972222222222207,1.47,149.0,0.0,0.0,0.0,242,19
2009-08-30 20:00:00,149.33333333333334,1.5141,14.965277777777716,0.0,96.16666666666667,0.3491319444444442,16.95277777777777,1.47,149.0,0.0,0.0,0.0,242,20
2009-08-30 21:00:00,149.25,1.4993958333333275,14.946874999999938,0.0,96.125,0.3430260416666664,16.933333333333326,1.47,149.0,0.0,0.0,0.0,242,21
2009-08-30 22:00:00,149.16666666666666,1.4801527777777717,14.928472222222158,0.0,96.08333333333333,0.33692013888888855,16.913888888888884,1.47,149.0,0.0,0.0,0.0,242,22
2009-08-30 23:00:00,149.08333333333334,1.4609097222222158,14.91006944444438,0.0,96.04166666666667,0.33081423611111077,16.894444444444442,1.47,149.0,0.0,0.0,0.0,242,23
2009-08-31 00:00:00,149.0,1.44166666666666,14.8916666666666,0.0,96.0,0.324708333333333,16.875,1.47,149.0,0.0,0.0,0.0,243,0
2009-08-31 01:00:00,148.95833333333334,1.4390451388888825,14.8776041666666,0.0,95.95833333333333,0.3233315972222219,16.86475694444444,1.47,149.0,0.0,0.0,0.0,243,1
2009-08-31 02:00:00,148.91666666666666,1.436423611111105,14.8635416666666,0.0,95.91666666666667,0.3219548611111107,16.85451388888888,1.47,149.0,0.0,0.0,0.0,243,2
2009-08-31 03:00:00,148.875,1.4338020833333274,14.8494791666666,0.0,95.875,0.3205781249999996,16.844270833333326,1.47,149.0,0.0,0.0,0.0,243,3
2009-08-31 04:00:00,148.83333333333334,1.43118055555555,14.8354166666666,0.0,95.83333333333333,0.3192013888888885,16.834027777777766,1.47,149.0,0.0,0.0,0.0,243,4
2009-08-31 05:00:00,148.79166666666666,1.4285590277777724,14.8213541666666,0.0,95.79166666666667,0.3178246527777774,16.823784722222207,1.47,149.0,0.0,0.0,0.0,243,5
2009-08-31 06:00:00,148.75,1.425937499999995,14.8072916666666,0.0,95.75,0.3164479166666663,16.81354166666665,1.47,149.0,0.0,0.0,0.0,243,6
2009-08-31 07:00:00,148.70833333333334,1.4259,14.7932291666666,0.0,95.70833333333333,0.3150711805555551,16.803298611111092,1.47,149.0,0.0,0.0,1.792,243,7
2009-08-31 08:00:00,148.66666666666666,1.4259,14.7791666666666,0.0,95.66666666666667,0.313694444444444,16.793055555555533,1.47,149.0,0.0,0.0,0.0,243,8
2009-08-31 09:00:00,148.625,1.4259,14.7651041666666,0.0,95.625,0.3123177083333329,16.782812499999974,1.47,149.0,0.0,0.184,0.0,243,9
2009-08-31 10:00:00,148.58333333333334,1.4259,14.7510416666666,0.0,95.58333333333333,0.3109409722222217,16.772569444444414,1.47,149.0,0.0,1.321,0.0,243,10
2009-08-31 11:00:00,148.54166666666666,1.4259,14.7369791666666,0.0,95.54166666666667,0.3095642361111106,16.76232638888886,1.47,149.0,0.0,1.421,0.0,243,11
2009-08-31 12:00:00,148.5,1.4259,14.722916666666599,0.0,95.5,0.3081874999999995,16.7520833333333,1.47,149.0,0.0,0.768,0.0,243,12
2009-08-31 13:00:00,148.45833333333334,1.4259,14.7088541666666,0.0,95.45833333333333,0.3068107638888884,16.74184027777774,1.47,149.0,0.0,0.215,0.0,243,13
2009-08-31 14:00:00,148.41666666666666,1.4259,14.6947916666666,0.0,95.41666666666667,0.3054340277777773,16.731597222222184,1.47,149.0,0.0,0.429,0.0,243,14
2009-08-31 15:00:00,148.375,1.4259,14.6807291666666,0.0,95.375,0.3040572916666661,16.721354166666625,1.47,149.0,0.0,0.111,0.0,243,15
2009-08-31 16:00:00,148.33333333333334,1.4259,14.6666666666666,0.0,95.33333333333333,0.302680555555555,16.711111111111066,1.47,149.0,0.0,0.442,0.0,243,16
2009-08-31 17:00:00,148.29166666666666,1.4259,14.652604166666599,0.0,95.29166666666667,0.3013038194444439,16.700868055555507,1.47,149.0,0.0,0.0,0.0,243,17
2009-08-31 18:00:00,148.25,1.4259,14.6385416666666,0.0,95.25,0.29992708333333273,16.690624999999947,1.47,149.0,0.0,0.0,0.0,243,18
2009-08-31 19:00:00,148.20833333333334,1.4259,14.6244791666666,0.0,95.20833333333333,0.2985503472222216,16.68038194444439,1.47,149.0,0.0,0.0,0.0,243,19
2009-08-31 20:00:00,148.16666666666666,1.3390000000000002,14.6104166666666,0.0,95.16666666666667,0.2971736111111105,16.670138888888832,1.3,148.0,0.0,0.0,0.0,243,20
2009-08-31 21:00:00,148.125,1.3390000000000002,14.5963541666666,0.0,95.125,0.2957968749999994,16.659895833333273,1.3,148.0,0.0,0.0,0.0,243,21
2009-08-31 22:00:00,148.08333333333334,1.3390000000000002,14.582291666666599,0.0,95.08333333333333,0.2944201388888883,16.649652777777717,1.3,148.0,0.0,0.0,0.0,243,22
2009-08-31 23:00:00,148.04166666666666,1.3390000000000002,14.5682291666666,0.0,95.04166666666667,0.29304340277777713,16.639409722222158,1.3,148.0,0.0,0.0,0.0,243,23
2009-09-01 00:00:00,148.0,1.4259,14.5541666666666,0.0,95.0,0.291666666666666,16.6291666666666,1.47,149.0,0.0,0.0,0.0,244,0
2009-09-01 01:00:00,148.0,1.4259,14.569965277777712,0.0,95.0,0.2908975694444438,16.64999999999993,1.47,149.0,0.0,0.0,0.0,244,1
2009-09-01 02:00:00,148.0,1.4259,14.585763888888824,0.0,95.0,0.2901284722222216,16.670833333333267,1.47,149.0,0.0,0.0,0.0,244,2
2009-09-01 03:00:00,148.0,1.4259,14.601562499999938,0.0,95.0,0.2893593749999994,16.6916666666666,1.47,149.0,0.0,0.0,0.0,244,3
2009-09-01 04:00:00,148.0,1.4259,14.61736111111105,0.0,95.0,0.2885902777777772,16.71249999999993,1.47,149.0,0.0,0.0,0.0,244,4
2009-09-01 05:00:00,148.0,1.4259,14.633159722222162,0.0,95.0,0.28782118055555495,16.733333333333267,1.47,149.0,0.0,0.0,0.0,244,5
2009-09-01 06:00:00,148.0,1.4259,14.648958333333274,0.0,95.0,0.28705208333333276,16.7541666666666,1.47,149.0,0.0,0.0,0.0,244,6
2009-09-01 07:00:00,148.0,1.4259,14.664756944444386,0.0,95.0,0.2862829861111106,16.77499999999993,1.47,149.0,0.0,0.0,0.0,244,7
2009-09-01 08:00:00,148.0,1.4259,14.6805555555555,0.0,95.0,0.28551388888888835,16.795833333333267,1.47,149.0,0.0,0.0,0.0,244,8
2009-09-01 09:00:00,148.0,1.4259,14.696354166666612,0.0,95.0,0.2847447916666661,16.8166666666666,1.47,149.0,0.0,0.0,0.0,244,9
2009-09-01 10:00:00,148.0,1.4259,14.712152777777725,0.0,95.0,0.2839756944444439,16.83749999999993,1.47,149.0,0.0,0.073,0.0,244,10
2009-09-01 11:00:00,148.0,1.4259,14.727951388888837,0.0,95.0,0.28320659722222175,16.858333333333267,1.47,149.0,0.0,1.079,0.0,244,11
2009-09-01 12:00:00,148.0,1.4259,14.743749999999949,0.0,95.0,0.2824374999999995,16.8791666666666,1.47,149.0,0.0,0.933,0.0,244,12
2009-09-01 13:00:00,148.0,1.3295486111111074,14.759548611111063,0.0,95.0,0.28166840277777727,16.89999999999993,1.3,148.0,0.0,0.618,0.0,244,13
2009-09-01 14:00:00,148.0,1.325763888888885,14.775347222222175,0.0,95.0,0.2808993055555551,16.920833333333267,1.3,148.0,0.0,0.55,0.0,244,14
2009-09-01 15:00:00,148.0,1.3219791666666625,14.791145833333287,0.0,95.0,0.2801302083333329,16.9416666666666,1.3,148.0,0.0,0.025,0.0,244,15
2009-09-01 16:00:00,148.0,1.31819444444444,14.8069444444444,0.0,95.0,0.27936111111111067,16.96249999999993,1.3,148.0,0.0,0.021,0.0,244,16
2009-09-01 17:00:00,148.0,1.3144097222222175,14.822743055555513,0.0,95.0,0.27859201388888843,16.983333333333267,1.3,148.0,0.0,0.022,0.0,244,17
2009-09-01 18:00:00,148.0,1.310624999999995,14.838541666666625,0.0,95.0,0.27782291666666625,17.0041666666666,1.3,148.0,0.0,0.0,0.0,244,18
2009-09-01 19:00:00,148.0,1.3068402777777723,14.854340277777737,0.0,95.0,0.27705381944444407,17.02499999999993,1.3,148.0,0.0,0.0,0.0,244,19
2009-09-01 20:00:00,148.0,1.3030555555555499,14.87013888888885,0.0,95.0,0.27628472222222183,17.045833333333267,1.3,148.0,0.0,0.0,0.0,244,20
2009-09-01 21:00:00,148.0,1.2992708333333274,14.885937499999962,0.0,95.0,0.2755156249999996,17.0666666666666,1.3,148.0,0.0,0.0,0.0,244,21
2009-09-01 22:00:00,148.0,1.1742,14.901736111111076,0.0,95.0,0.2747465277777774,17.08749999999993,1.14,147.0,0.0,0.0,0.0,244,22
2009-09-01 23:00:00,148.0,1.1742,14.917534722222188,0.0,95.0,0.27397743055555523,17.108333333333267,1.14,147.0,0.0,0.0,0.0,244,23
2009-09-02 00:00:00,148.0,1.1742,14.9333333333333,0.0,95.0,0.273208333333333,17.1291666666666,1.14,147.0,0.0,0.0,0.0,245,0
2009-09-02 01:00:00,148.0,1.2870659722222157,14.973437499999967,0.3125,95.0,0.2726579861111108,17.165451388888822,1.3,148.0,0.0,0.0,0.0,245,1
2009-09-02 02:00:00,148.0,1.2862152777777716,15.013541666666633,0.625,95.0,0.27210763888888856,17.20173611111105,1.3,148.0,0.0,0.0,0.0,245,2
2009-09-02 03:00:00,148.0,1.2853645833333274,15.0536458333333,0.9375,95.0,0.27155729166666637,17.238020833333273,1.3,148.0,0.0,0.0,0.0,245,3
2009-09-02 04:00:00,148.0,1.2845138888888834,15.093749999999966,1.25,95.0,0.2710069444444442,17.2743055555555,1.3,148.0,0.0,0.0,0.0,245,4
2009-09-02 05:00:00,148.0,1.2836631944444392,15.133854166666634,1.5625,95.0,0.270456597222222,17.310590277777724,1.3,148.0,0.0,0.019,0.0,245,5
2009-09-02 06:00:00,148.0,1.282812499999995,15.1739583333333,1.875,95.0,0.26990624999999974,17.346874999999947,1.3,148.0,0.0,0.0,0.0,245,6
2009-09-02 07:00:00,148.0,1.2819618055555508,15.214062499999967,2.1875,95.0,0.26935590277777754,17.383159722222175,1.3,148.0,0.0,0.0,0.0,245,7
2009-09-02 08:00:00,148.0,1.2811111111111066,15.254166666666633,2.5,95.0,0.26880555555555535,17.419444444444398,1.3,148.0,0.0,0.102,0.0,245,8
2009-09-02 09:00:00,148.0,1.4259,15.2942708333333,2.8125,95.0,0.2682552083333331,17.455729166666625,1.47,149.0,0.0,0.0,0.0,245,9
2009-09-02 10:00:00,148.0,1.4259,15.334374999999966,3.125,95.0,0.2677048611111109,17.49201388888885,1.47,149.0,0.0,0.081,0.0,245,10
2009-09-02 11:00:00,148.0,1.4259,15.374479166666633,3.4375,95.0,0.2671545138888887,17.528298611111076,1.47,149.0,0.0,0.864,0.0,245,11
2009-09-02 12:00:00,148.0,1.27770833333333,15.4145833333333,3.75,95.0,0.26660416666666653,17.5645833333333,1.3,148.0,0.0,1.171,0.0,245,12
2009-09-02 13:00:00,148.0,1.276857638888886,15.454687499999967,4.0625,95.0,0.2660538194444443,17.600868055555523,1.3,148.0,0.0,0.789,0.0,245,13
2009-09-02 14:00:00,148.0,1.2760069444444417,15.494791666666634,4.375,95.0,0.2655034722222221,17.63715277777775,1.3,148.0,0.0,0.512,0.0,245,14
2009-09-02 15:00:00,148.0,1.2751562499999975,15.5348958333333,4.6875,95.0,0.2649531249999999,17.673437499999974,1.3,148.0,0.0,0.019,0.0,245,15
2009-09-02 16:00:00,148.0,1.2743055555555534,15.574999999999967,5.0,95.0,0.26440277777777765,17.7097222222222,1.3,148.0,0.0,0.0,0.0,245,16
2009-09-02 17:00:00,148.0,1.2734548611111092,15.615104166666633,5.3125,95.0,0.26385243055555546,17.746006944444424,1.3,148.0,0.0,0.0,0.0,245,17
2009-09-02 18:00:00,148.0,1.272604166666665,15.6552083333333,5.625,95.0,0.26330208333333327,17.78229166666665,1.3,148.0,0.0,0.0,0.0,245,18
2009-09-02 19:00:00,148.0,1.2717534722222208,15.695312499999966,5.9375,95.0,0.262751736111111,17.818576388888875,1.3,148.0,0.0,0.0,0.0,245,19
2009-09-02 20:00:00,148.0,1.1742,15.735416666666634,6.25,95.0,0.26220138888888883,17.8548611111111,1.14,147.0,0.0,0.0,0.0,245,20
2009-09-02 21:00:00,148.0,1.1742,15.7755208333333,6.5625,95.0,0.26165104166666664,17.891145833333326,1.14,147.0,0.0,0.0,0.0,245,21
2009-09-02 22:00:00,148.0,1.1742,15.815624999999967,6.875,95.0,0.26110069444444445,17.92743055555555,1.14,147.0,0.0,0.0,0.0,245,22
2009-09-02 23:00:00,148.0,1.1742,15.855729166666634,7.1875,95.0,0.2605503472222222,17.963715277777776,1.14,147.0,0.0,0.0,0.0,245,23
2009-09-03 00:00:00,148.0,1.1742,15.8958333333333,7.5,95.0,0.26,18.0,1.14,147.0,0.0,0.0,0.0,246,0
2009-09-03 01:00:00,148.08333333333334,1.1742,15.879166666666633,8.116666666666667,95.0,0.26240451388888886,17.967534722222222,1.14,147.0,0.0,0.0,0.0,246,1
2009-09-03 02:00:00,148.16666666666666,1.1742,15.862499999999967,8.733333333333334,95.0,0.26480902777777776,17.93506944444444,1.14,147.0,0.0,0.0,0.0,246,2
2009-09-03 03:00:00,148.25,1.1742,15.8458333333333,9.35,95.0,0.2672135416666666,17.902604166666663,1.14,147.0,0.0,0.0,0.0,246,3
2009-09-03 04:00:00,148.33333333333334,1.3373472222222218,15.829166666666634,9.966666666666667,95.0,0.2696180555555555,17.87013888888888,1.3,148.0,0.0,0.016,0.0,246,4
2009-09-03 05:00:00,148.41666666666666,1.3390000000000002,15.812499999999966,10.583333333333334,95.0,0.27202256944444436,17.837673611111104,1.3,148.0,0.0,0.0,0.0,246,5
2009-09-03 06:00:00,148.5,1.3390000000000002,15.7958333333333,11.2,95.0,0.27442708333333327,17.805208333333326,1.3,148.0,0.0,0.0,0.0,246,6
2009-09-03 07:00:00,148.58333333333334,1.3390000000000002,15.779166666666633,11.816666666666666,95.0,0.2768315972222221,17.772743055555544,1.3,148.0,0.0,0.0,0.0,246,7
2009-09-03 08:00:00,148.66666666666666,1.4259,15.762499999999967,12.433333333333334,95.0,0.279236111111111,17.740277777777766,1.47,149.0,0.0,0.0,0.0,246,8
2009-09-03 09:00:00,148.75,1.4259,15.7458333333333,13.05,95.0,0.28164062499999987,17.70781249999999,1.47,149.0,0.0,0.133,0.0,246,9
2009-09-03 10:00:00,148.83333333333334,1.3390000000000002,15.729166666666634,13.666666666666668,95.0,0.28404513888888877,17.675347222222207,1.3,148.0,0.0,0.006,0.0,246,10
